codice_cliente,lat,lon,network_type,graph_ok_r100,node_density_per_km2_r100,edge_density_per_km2_r100,avg_degree_r100,culdesac_ratio_r100,intersection_ratio_deg_ge_3_r100,intersection_density_deg_ge_3_per_km2_r100,total_street_length_m_r100,street_length_density_km_per_km2_r100,avg_edge_length_m_r100,n_connected_components_r100,largest_component_ratio_r100,km_motorway_r100,dist_motorway_m_r100,km_trunk_r100,dist_trunk_m_r100,km_primary_r100,dist_primary_m_r100,km_secondary_r100,dist_secondary_m_r100,km_tertiary_r100,dist_tertiary_m_r100,km_residential_r100,dist_residential_m_r100,km_service_r100,dist_service_m_r100,km_unclassified_r100,dist_unclassified_m_r100,km_living_street_r100,dist_living_street_m_r100,graph_ok_r300,node_density_per_km2_r300,edge_density_per_km2_r300,avg_degree_r300,culdesac_ratio_r300,intersection_ratio_deg_ge_3_r300,intersection_density_deg_ge_3_per_km2_r300,total_street_length_m_r300,street_length_density_km_per_km2_r300,avg_edge_length_m_r300,n_connected_components_r300,largest_component_ratio_r300,km_motorway_r300,dist_motorway_m_r300,km_trunk_r300,dist_trunk_m_r300,km_primary_r300,dist_primary_m_r300,km_secondary_r300,dist_secondary_m_r300,km_tertiary_r300,dist_tertiary_m_r300,km_residential_r300,dist_residential_m_r300,km_service_r300,dist_service_m_r300,km_unclassified_r300,dist_unclassified_m_r300,km_living_street_r300,dist_living_street_m_r300,graph_ok_r500,node_density_per_km2_r500,edge_density_per_km2_r500,avg_degree_r500,culdesac_ratio_r500,intersection_ratio_deg_ge_3_r500,intersection_density_deg_ge_3_per_km2_r500,total_street_length_m_r500,street_length_density_km_per_km2_r500,avg_edge_length_m_r500,n_connected_components_r500,largest_component_ratio_r500,km_motorway_r500,dist_motorway_m_r500,km_trunk_r500,dist_trunk_m_r500,km_primary_r500,dist_primary_m_r500,km_secondary_r500,dist_secondary_m_r500,km_tertiary_r500,dist_tertiary_m_r500,km_residential_r500,dist_residential_m_r500,km_service_r500,dist_service_m_r500,km_unclassified_r500,dist_unclassified_m_r500,km_living_street_r500,dist_living_street_m_r500,landuse_mode_r500,has_police_r500,has_carabinieri_r500,has_fire_station_r500,has_place_of_worship_r500,has_school_university_r500,has_hospital_clinic_r500,has_pharmacy_r500,has_bank_atm_r500,has_bar_pub_r500,has_nightlife_r500,has_restaurant_r500,has_parking_r500,has_station_r500,has_commercial_r500,error,n_polizze,premi_tot,n_sinistri,importo_liquidato,first_date,last_date,loss_ratio_cliente,frequenza_cliente,severita_cliente
9712,45.4604507,9.1546348,drive,1.0,445.6338406573069,509.29581789406507,2.2857142857142856,0.3571428571428571,0.3571428571428571,159.15494309189532,1409.987761294679,44.88130438182472,88.12423508091746,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.5874916651423592,13.028653065272277,0.588882819566287,6.551246528185608,0.3139275836682448,46.50159361923922,0.0,,0.0,,1.0,353.677651315323,505.7590413809119,2.86,0.12,0.72,254.64790894703253,10282.97322119094,36.36857817409173,71.90890364469189,1.0,1.0,0.0,,0.0,,0.2025302347252896,358.08134261012594,0.6141742927564673,322.3048409240159,1.3560237171640572,13.028653065272277,7.54645705326892,6.551246528185608,1.2073563628585324,46.50159361923922,0.0,,0.0,,1.0,292.84509528908745,444.36060111257177,3.034782608695652,0.0782608695652174,0.8391304347826087,245.7352321338864,25219.158458795908,32.11002983468123,72.26119902233785,1.0,1.0,0.0,,0.0,,1.7255561307017722,353.5014967342336,1.6840483428428137,322.3048409240159,2.5263460199340684,13.028653065272277,18.127127940371505,6.551246528185608,4.226425850913978,46.50159361923922,0.0228796584469351,634.2700579161287,0.0,,grass,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1,642.0,0.0,0.0,,,0.0,0.0,
9714,45.7362191,8.7197561,drive,1.0,413.8028520389278,445.6338406573069,2.1538461538461537,0.3076923076923077,0.3846153846153846,159.15494309189532,1891.8133077080504,60.218287865753,135.12952197914643,1.0,1.0,0.0,,0.0,,0.0,,0.0,,2.395582884113675,6.952003462859756,1.378904788287021,30.079994603391977,0.0779381517615865,126.346568242145,1.095144204288348,5.746971207920482,0.0,,1.0,109.64007190775013,123.78717796036304,2.2580645161290325,0.3870967741935484,0.5483870967741935,60.125200723604905,5925.420658503055,20.95688861554655,169.2977331000873,1.0,1.0,0.0,,0.0,,0.0,,0.0,,2.395582884113675,6.952003462859756,3.201577694356507,30.079994603391977,1.2712488633959542,126.346568242145,1.4958044118555731,5.746971207920482,0.0885505455495952,274.7314300551436,1.0,52.20282133414168,61.11549814728781,2.341463414634146,0.3414634146341463,0.5609756097560976,29.284509528908742,11225.763486581143,14.293085990959192,233.8700726371072,1.0,1.0,0.0,,0.0,,0.0,,0.0,,5.888688715987194,6.952003462859756,3.7363059434672015,30.079994603391977,2.0256263162375414,126.346568242145,1.4958044118555731,5.746971207920482,0.1195555634135428,274.7314300551436,farmland,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,3,1541.0,0.0,0.0,,,0.0,0.0,
9716,45.4705811,9.1927463,drive,1.0,445.6338406573069,445.6338406573069,2.0,0.5,0.5,222.81692032865345,1631.8326319853372,51.94284593582482,116.55947371323838,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.7169293491271889,28.47962580850454,0.1874926875686726,64.69632565422043,0.0,,0.0,,1.0,233.4272498681132,325.38343921009715,2.787878787878788,0.1515151515151515,0.7121212121212122,166.2284961182018,8367.677483001822,29.59460519152198,90.95301611958504,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.9967165029690472,243.05013728007856,6.533923961134242,28.47962580850454,0.7212673309349996,64.69632565422043,0.0,,0.0,,1.0,161.70142218136567,233.0028366865348,2.881889763779528,0.0944881889763779,0.7874015748031497,127.32395447351628,16149.047725927889,20.56160617446684,88.24616243676442,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.6390960406329214,243.05013728007856,13.614714074910657,28.47962580850454,2.2555688498890807,64.69632565422043,0.0,,0.1684343435457677,566.2861762448163,grass,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,1604.0,0.0,0.0,,,0.0,0.0,
9717,45.65083420000001,13.7674486,drive,1.0,286.4788975654116,318.30988618379064,2.2222222222222223,0.3333333333333333,0.3333333333333333,95.4929658551372,1324.5815061200574,42.16273884542295,132.45815061200574,1.0,1.0,0.0,,0.0,,0.7210396309191494,1.4146660615328173,0.0,,0.0,,0.0750222841993293,44.7459991365412,0.2251607479560081,48.05735714806399,0.0,,0.0,,1.0,141.47106052612918,194.52270822342763,2.75,0.1,0.675,95.4929658551372,5382.721819464808,19.037484107920548,97.86766944481468,1.0,1.0,0.0,,0.0,,2.2927276573116315,1.4146660615328173,0.7031158561571488,147.38310428765834,0.1905365812528407,307.1282636173236,1.9838113157010573,44.7459991365412,2.1071342862433484,48.05735714806399,0.4343640844565454,314.9006830997579,0.0,,1.0,154.0619849129547,216.45072260497767,2.809917355371901,0.140495867768595,0.7272727272727273,112.04507993669432,15507.262263672395,19.74445954468701,91.21918978630822,1.0,1.0,0.0,,0.0,,3.667854614443136,1.4146660615328173,2.2598711497578363,147.38310428765834,0.7645178290496897,307.1282636173236,5.7986351038820825,44.7459991365412,7.317746145068698,48.05735714806399,3.730144261667836,314.9006830997579,0.3518825690014143,357.3658165381976,grass,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,1083.0,0.0,0.0,,,0.0,0.0,
9719,46.0287329,13.113726,drive,1.0,127.32395447351628,95.4929658551372,1.5,0.75,0.25,31.830988618379067,696.8328036497887,22.1808770418896,232.27760121659625,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.124988698400416,67.29807262233886,0.795690497198031,7.249614955526728,0.0,,1.0,88.41941282883074,106.10329539459688,2.4,0.24,0.64,56.58842421045168,3366.1032710203626,11.90515498979308,112.20344236734542,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.18326553203756,127.1154035581836,0.5939699092754842,141.328917262785,0.4530381738572913,67.29807262233886,2.368967942314751,7.249614955526728,0.0,,1.0,49.65634224467134,57.29577951308232,2.3076923076923075,0.3076923076923077,0.6153846153846154,30.557749073643905,7459.479998272971,9.49770491696213,165.7662221838438,1.0,1.0,0.0,,0.0,,0.0,,0.0,,2.481523495685636,127.1154035581836,0.950116843065656,141.328917262785,0.6263418942518446,67.29807262233886,3.85595368427913,7.249614955526728,0.0,,farmyard,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2,793.0,0.0,0.0,,,0.0,0.0,
9720,45.7032429,9.6728235,drive,1.0,318.30988618379064,318.30988618379064,2.0,0.4,0.4,127.32395447351628,1155.1891710465884,36.7708133556587,115.51891710465884,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.103653943410942,41.19420632434308,0.0870353733366464,39.67283000895704,0.0592763109582582,107.92761308251984,0.6584020751251877,23.012747968677736,0.0,,1.0,120.2504014472098,127.32395447351628,2.117647058823529,0.4411764705882353,0.5,60.125200723604905,4516.02684915671,15.972177692866836,125.44519025435308,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.5995493396219749,41.19420632434308,1.8568107869959087,39.67283000895704,0.2721275320018289,107.92761308251984,2.507060782258369,23.012747968677736,0.0,,1.0,157.8817035471602,190.9859317102744,2.419354838709677,0.3064516129032258,0.6129032258064516,96.76620539987236,12937.504128574235,16.47254186667515,86.25002752382825,1.0,1.0,0.0,,0.0,,0.0,,0.0,,4.486476334703303,41.19420632434308,3.7146357970674777,39.67283000895704,1.4873238731215157,107.92761308251984,5.985428334549585,23.012747968677736,0.317661738351686,375.9425311422971,grass,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,3,1746.0,0.0,0.0,,,0.0,0.0,
9722,45.5383237,10.2200886,drive,1.0,350.1408748021697,350.1408748021697,2.0,0.4545454545454545,0.4545454545454545,159.15494309189532,819.2571036993364,26.077763543379778,74.4779185181215,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.8192116537856403,13.733862072365886,0.0236082072663913,91.01403806334504,0.1296753866101644,101.25766004679964,0.0,,1.0,226.3536968418067,272.3317915127987,2.40625,0.25,0.640625,145.0078370392824,4415.579445487813,15.616917674763458,57.34518760373784,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,7.155160847381539,13.733862072365886,0.3757601100872261,91.01403806334504,2.0901705227441214,101.25766004679964,0.0,,1.0,283.9324184759413,375.605665696873,2.645739910313901,0.179372197309417,0.7085201793721974,201.17184806815573,23266.8607689823,29.624287212915444,78.87071447112645,1.0,1.0,0.0,,0.0,,0.0,,1.193518028301364,489.2761457384617,0.0,,19.07992180086435,13.733862072365886,2.5746909489736134,91.01403806334504,4.068489619615313,101.25766004679964,0.0,,residential,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,2,482.0,1.0,38741.0,2017-07-02,2017-07-02,80.37551867219916,0.5,38741.0
9723,40.3525442,18.1713522,drive,1.0,700.2817496043394,795.7747154594766,2.272727272727273,0.3636363636363636,0.5454545454545454,381.9718634205488,1162.3656049779413,36.99924634244815,46.49462419911765,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.6340873617815337,25.99784204966313,0.0,,0.0,,0.0,,1.0,534.0532534861377,622.4726663149685,2.331125827814569,0.3178807947019867,0.6026490066225165,321.8466626969439,8674.700150688564,30.6804757516021,49.28806903800321,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.9951464049982952,228.0108210623595,8.129957693871908,25.99784204966313,0.1715926008073629,235.75535251780911,0.0331930103959777,271.5433209031113,0.0,,1.0,541.1268065124442,687.5493541569879,2.541176470588235,0.2423529411764705,0.6847058823529412,370.5127075179324,27438.443028451107,34.93571070978679,50.81193153416872,1.0,1.0,0.0,,0.0,,2.091368235825524,509.88589532606994,0.9536097576716008,603.302741696274,5.544768725109698,228.0108210623595,24.977880227845127,25.99784204966313,1.3958453020188677,235.75535251780911,1.2204414573955833,271.5433209031113,0.0,,grass,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1,320.0,0.0,0.0,,,0.0,0.0,
9724,37.495439,14.6468568,drive,1.0,636.6197723675813,732.1127382227185,2.3,0.35,0.6,381.9718634205488,1174.747206640414,37.39336496404362,51.07596550610496,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.2592700286803968,65.82569488408305,0.7911080414575684,2.572027813922262,0.0,,0.0,,0.0,,1.0,251.1111324338793,307.699556644331,2.4507042253521125,0.2676056338028169,0.676056338028169,169.76527263135503,6015.225413801772,21.27450796485652,69.1405219977215,1.0,1.0,0.0,,0.0,,0.0,,0.0,,2.1647572294815696,65.82569488408305,6.167739405610139,2.572027813922262,1.2705010918816362,177.3456695204766,0.0,,0.0,,1.0,136.2366312866624,162.97466172610083,2.392523364485981,0.308411214953271,0.6635514018691588,90.40000767619657,10553.26543621356,13.43683487947388,82.44738622041844,1.0,1.0,0.0,,0.0,,0.0,,0.0,,8.501120368013202,65.82569488408305,7.9400785029176335,2.572027813922262,1.8705528829107767,177.3456695204766,1.441811856733383,391.8137884379932,0.0,,residential,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,4,799.0,0.0,0.0,,,0.0,0.0,
9725,45.4880132,9.1988009,drive,1.0,190.9859317102744,222.81692032865345,2.333333333333333,0.0,0.3333333333333333,63.66197723675813,1196.4416937327146,38.083921935760216,170.92024196181637,1.0,1.0,0.0,,0.0,,0.0,,0.5988480588571654,23.355671758998746,0.0573814969500901,121.8286039154972,0.4763272555819781,14.05442061549332,0.7784706843105862,23.702403928482923,0.0,,0.0,,1.0,272.3317915127987,371.36153388108914,2.727272727272727,0.1428571428571428,0.7012987012987013,190.9859317102744,9445.111294523542,33.40524779058916,89.95344090022421,1.0,1.0,0.0,,0.0,,0.0,,2.46220465242629,23.355671758998746,0.690621558049794,121.8286039154972,5.85459647006235,14.05442061549332,3.156991408128286,23.702403928482923,0.0907558517797561,279.71729572341,0.0,,1.0,275.0197416627951,411.2563729494576,2.990740740740741,0.0833333333333333,0.7962962962962963,218.997201694448,25541.72897617735,32.52073937337696,79.0765602977627,1.0,1.0,0.0,,0.0,,0.5644031813657319,596.6645322359146,5.002957584129403,23.355671758998746,3.134244443595968,121.8286039154972,15.311957667913186,14.05442061549332,8.237415927385111,23.702403928482923,0.2323983318894778,279.71729572341,0.0,,grass,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,1073.0,0.0,0.0,,,0.0,0.0,
9726,45.4557814,9.1808169,drive,1.0,127.32395447351628,95.4929658551372,1.5,0.75,0.25,31.830988618379067,410.5943790712152,13.06962500698627,136.86479302373837,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.6383318010546372,10.03898478306962,0.1603751867569338,59.26489123441127,0.0551015721042206,41.3131075030378,0.0,,1.0,247.57435592072608,328.92021572325035,2.657142857142857,0.1714285714285714,0.6857142857142857,169.76527263135503,6538.441793314959,23.125007367215836,70.30582573456945,1.0,1.0,0.0,,0.0,,0.0,,0.2943570935492227,304.3561296370357,0.6391607041909421,171.19098807968572,5.351146045352568,10.03898478306962,1.084644114335168,59.26489123441127,0.1865409193545938,41.3131075030378,0.0,,1.0,271.20002302858967,388.33806114422464,2.863849765258216,0.1267605633802817,0.7746478873239436,210.08452488130183,21674.135124501576,27.596365938448784,71.06273811311992,1.0,1.0,0.0,,0.0,,0.0,,2.408991511872344,304.3561296370357,3.5815340676400447,171.19098807968572,14.540169519150515,10.03898478306962,2.1970252754443327,59.26489123441127,0.3756082179569712,41.3131075030378,0.0,,grass,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,840.0,0.0,0.0,,,0.0,0.0,
9729,45.6973843,9.6745387,drive,1.0,222.81692032865345,190.9859317102744,1.7142857142857142,0.5714285714285714,0.2857142857142857,63.66197723675813,636.3582972990919,20.25591371853848,106.05971621651533,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.1317197330564026,116.53712978798966,0.0,,0.5335617825886728,35.45035573734297,0.2040537337056097,3.204700172573548,1.0,261.721461973339,325.38343921009715,2.4864864864864864,0.2297297297297297,0.581081081081081,152.08139006558886,7744.625829779571,27.39101073792423,84.1807155410823,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.6008158581041605,222.4942219827202,1.006243906153242,116.53712978798966,0.3837339868789879,123.443592747682,5.37990516899352,35.45035573734297,0.5217154720572957,3.204700172573548,1.0,213.90424351550732,282.6591789312061,2.642857142857143,0.2142857142857142,0.7023809523809523,150.2422662787492,17535.266188751506,22.326594338975863,78.9876855349167,1.0,1.0,0.0,,0.0,,0.0,,1.1619357134775974,411.9438446767938,2.8229019193948743,222.4942219827202,3.2144010140803045,116.53712978798966,1.789983885864724,123.443592747682,10.161281258982386,35.45035573734297,0.696536059106359,3.204700172573548,grass,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2,1118.0,0.0,0.0,,,0.0,0.0,
9731,40.8263652,14.2035071,drive,1.0,572.9577951308232,763.9437268410976,2.6666666666666665,0.0,0.6666666666666666,381.9718634205488,1505.483191492932,47.92101833357251,62.72846631220551,1.0,1.0,0.0,,0.0,,0.6124713962907435,37.60136811020995,0.0,,0.0,,0.915617993776941,23.905584602815438,0.1970343901936378,60.28927933995103,0.425624737089211,16.742822269787787,0.0,,1.0,258.1846854601858,346.6040982890165,2.684931506849315,0.136986301369863,0.7534246575342466,194.52270822342763,10220.060261257806,36.14606909502727,104.28632919650822,1.0,1.0,0.0,,0.0,,1.6572281011616783,37.60136811020995,0.0,,1.7067703835299532,119.33264239511163,5.724807409313103,23.905584602815438,4.600607743673857,60.28927933995103,0.6947080923667811,16.742822269787787,0.0,,1.0,140.0563499208679,192.2591712550096,2.7454545454545456,0.1545454545454545,0.7818181818181819,109.498600847224,16526.96310745318,21.042782982788516,109.4500868043257,1.0,1.0,0.0,,0.0,,3.9037354013271752,37.60136811020995,0.0,,5.236930356931216,119.33264239511163,10.030277294438456,23.905584602815438,15.486973824225911,60.28927933995103,1.1251647506875404,16.742822269787787,0.0,,grass,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,2,1541.0,0.0,0.0,,,0.0,0.0,
9733,45.5396384,10.219672,drive,1.0,413.8028520389278,445.6338406573069,2.1538461538461537,0.3076923076923077,0.4615384615384615,190.9859317102744,939.8772587891632,29.91722232719117,67.13408991351166,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.1721335016417955,24.519315020461416,0.1134894047890291,75.54458292618655,0.0440038434506896,134.91064677004664,0.0,,1.0,311.23633315748424,367.8247573679359,2.363636363636364,0.2840909090909091,0.6136363636363636,190.9859317102744,5902.43916967386,20.87560822561816,56.75422278532558,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,9.98183977755323,24.519315020461416,0.7881772762058527,75.54458292618655,1.7864048531809926,134.91064677004664,0.0,,1.0,204.9915667023612,277.56622075226545,2.7080745341614905,0.1677018633540372,0.7515527950310559,154.0619849129547,14996.013454894088,19.093517344151724,68.78905254538573,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,20.79239921529181,24.519315020461416,1.7652685415824771,75.54458292618655,4.00375887848008,134.91064677004664,0.0,,residential,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1,271.0,0.0,0.0,,,0.0,0.0,
9735,45.6973843,9.6745387,drive,1.0,222.81692032865345,190.9859317102744,1.7142857142857142,0.5714285714285714,0.2857142857142857,63.66197723675813,636.3582972990919,20.25591371853848,106.05971621651533,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.1317197330564026,116.53712978798966,0.0,,0.5335617825886728,35.45035573734297,0.2040537337056097,3.204700172573548,1.0,261.721461973339,325.38343921009715,2.4864864864864864,0.2297297297297297,0.581081081081081,152.08139006558886,7744.625829779571,27.39101073792423,84.1807155410823,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.6008158581041605,222.4942219827202,1.006243906153242,116.53712978798966,0.3837339868789879,123.443592747682,5.37990516899352,35.45035573734297,0.5217154720572957,3.204700172573548,1.0,213.90424351550732,282.6591789312061,2.642857142857143,0.2142857142857142,0.7023809523809523,150.2422662787492,17535.266188751506,22.326594338975863,78.9876855349167,1.0,1.0,0.0,,0.0,,0.0,,1.1619357134775974,411.9438446767938,2.8229019193948743,222.4942219827202,3.2144010140803045,116.53712978798966,1.789983885864724,123.443592747682,10.161281258982386,35.45035573734297,0.696536059106359,3.204700172573548,grass,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2,864.0,0.0,0.0,,,0.0,0.0,
9738,45.4291784,9.3050567,drive,1.0,127.32395447351628,95.4929658551372,1.5,0.75,0.25,31.830988618379067,521.7489610903078,16.60778524211669,173.91632036343594,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.3406926943865266,23.40678657083896,0.2734377444553731,23.411612725747208,0.8823062774358665,0.5018800865505145,0.0,,0.0,,1.0,152.08139006558886,190.9859317102744,2.511627906976744,0.1860465116279069,0.6744186046511628,102.56651888144366,4691.454955520773,16.5926276992022,86.87879547260691,1.0,1.0,0.0,,0.6874593850141486,309.812379056669,0.0,,0.0,,2.3411722416465537,23.40678657083896,2.039508525542544,23.411612725747208,2.573954814806888,0.5018800865505145,0.4587984974768254,290.48875978049693,0.0,,1.0,180.8000153523931,241.9155134996809,2.676056338028169,0.1408450704225352,0.7816901408450704,141.32958946560305,17988.348877158347,22.90347713489037,94.67552040609657,1.0,1.0,0.0,,3.4286216216578764,309.812379056669,0.0,,0.9703397351897638,458.0939601275632,3.3884221234227683,23.40678657083896,5.0099941881517625,23.411612725747208,4.556622325190295,0.5018800865505145,4.129229869914104,290.48875978049693,0.0,,grass,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,2,1633.0,0.0,0.0,,,0.0,0.0,
9739,45.9563688,8.6168858,drive,1.0,190.9859317102744,159.15494309189532,1.6666666666666667,0.6666666666666666,0.3333333333333333,63.66197723675813,2283.2781602533805,72.67900113161885,456.6556320506761,1.0,1.0,0.0,,0.0,,1.4009330253542056,1.1202207612348332,0.0,,0.8185514761208851,7.11892608918115,0.4937310923537422,114.89187970554464,0.1257395442927976,3.3784271589874533,0.0,,0.0,,1.0,60.125200723604905,67.19875374991136,2.235294117647059,0.2941176470588235,0.5294117647058824,31.830988618379067,5982.155572453348,21.15754732668172,314.8502932870183,1.0,1.0,0.0,,0.0,,2.076826717181186,1.1202207612348332,0.6631758875690119,197.3974754469737,1.3191160995591469,7.11892608918115,1.4626445698910728,114.89187970554464,1.140799249917751,3.3784271589874533,0.0,,0.0,,1.0,28.01126998417358,30.557749073643905,2.1818181818181817,0.3636363636363636,0.5454545454545454,15.278874536821952,6372.658435199931,8.113920724786654,265.52743479999714,1.0,1.0,0.0,,0.0,,2.076826717181186,1.1202207612348332,2.5913162718565825,197.3974754469737,1.3191160995591469,7.11892608918115,1.8511848863738003,114.89187970554464,1.8059275895267792,3.3784271589874533,0.0,,0.0,,farmland,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1,791.0,0.0,0.0,,,0.0,0.0,
9743,45.46609900000001,9.1663055,drive,1.0,636.6197723675813,827.6057040778556,2.6,0.2,0.65,413.8028520389278,1419.1595172686805,45.17325044184369,54.58305835648771,1.0,1.0,0.0,,0.0,,0.0,,0.5396932806322806,20.790714443957707,0.1688943114286566,23.508543302542385,0.5500958142567547,10.497149853942034,0.1068398545628515,52.38894924317574,0.0,,0.0,,1.0,367.8247573679359,541.1268065124441,2.9423076923076925,0.0961538461538461,0.7788461538461539,286.4788975654116,10072.99856000425,35.62594472404933,65.83659189545261,1.0,1.0,0.0,,0.0,,0.0,,2.045633163068239,20.790714443957707,0.5270907740349464,23.508543302542385,6.910834465526841,10.497149853942034,0.3609285460663525,52.38894924317574,0.0032344213318041,339.29163274777045,0.0,,1.0,243.18875304441607,371.7859470626675,3.0575916230366493,0.0890052356020942,0.8429319371727748,204.9915667023612,20560.790307848627,26.178811290960333,70.41366543783776,1.0,1.0,0.0,,0.0,,0.0,,2.6799184366095297,20.790714443957707,0.778724327892614,23.508543302542385,16.711581586225343,10.497149853942034,1.2739791170049948,52.38894924317574,0.0261140797787393,339.29163274777045,0.0,,grass,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,3,1013.0,0.0,0.0,,,0.0,0.0,
9744,44.9788639,11.3539149,drive,1.0,63.66197723675813,31.830988618379067,1.0,1.0,0.0,0.0,118.40387181462523,3.7689122961033497,118.40387181462523,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.9965718278146665,45.17164815274313,0.0,,0.0,,0.0,,1.0,60.125200723604905,70.73553026306459,2.3529411764705883,0.2941176470588235,0.5294117647058824,31.830988618379067,4103.485680511789,14.513111776894691,205.17428402558943,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,4.860855268570426,45.17164815274313,0.0,,8.762022762646678,211.66410435053768,0.0,,1.0,38.19718634205488,48.38310269993618,2.533333333333333,0.2333333333333333,0.6666666666666666,25.464790894703256,8199.366432136709,10.439757583170518,215.77280084570285,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,6.615094661332971,45.17164815274313,0.0604862779959755,406.6989908773415,16.36714307162878,211.66410435053768,0.0,,farmland,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1,434.0,0.0,0.0,,,0.0,0.0,
9745,46.6276737,10.7736408,drive,1.0,159.15494309189532,127.32395447351628,1.6,0.8,0.2,31.830988618379067,623.9687329807614,19.861541637735023,155.99218324519035,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.1756541691468094,8.96238097760273,0.510741501517025,3.360919430236452,0.0774352974748582,55.10874361237953,0.0,,0.0,,1.0,254.64790894703253,300.6260036180245,2.361111111111111,0.3055555555555556,0.5694444444444444,145.0078370392824,8637.808274180132,30.549997429240925,101.6212738138839,1.0,1.0,0.0,,0.0,,1.4537703793277772,278.8021984587883,0.0,,0.7830689930701994,8.96238097760273,5.943617628529809,3.360919430236452,1.468332102494838,55.10874361237953,0.0,,0.0,,1.0,145.14930809980856,174.4338176287173,2.4035087719298245,0.2982456140350877,0.6403508771929824,92.94648676566688,15656.490837024989,19.93446326548394,114.28095501478091,1.0,1.0,0.0,,0.0,,2.076959589079906,278.8021984587883,0.0,,0.7830689930701994,8.96238097760273,10.717046997093124,3.360919430236452,4.172724878088067,55.10874361237953,0.9974514539651844,440.1106880658888,0.0,,orchard,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,2,1327.0,0.0,0.0,,,0.0,0.0,
